description,industry,level,size,line_code,value
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Mining,1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Manufacturing,1,total,D1706,18
Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Food, beverage, & tobacco",2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Textile, clothing, footwear, & leather",2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Wood & paper product,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Printing, publishing, & recorded media",2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Petroleum, coal, chemical, & associated product",2,total,D1706,3
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Non-metallic mineral product,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Metal product,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Transport and industrial machinery & equipment,2,total,D1706,9
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Other machinery & equipment,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Other manufacturing,2,total,D1706,3
Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Electricity, gas, water, & waste services",1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Construction,1,total,D1706,42
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Wholesale trade,1,total,D1706,9
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Machinery & equipment wholesaling,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Other wholesale trade,2,total,D1706,6
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Retail trade,1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Accommodation & food services,1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Transport, postal, & warehousing",1,total,D1706,12
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Information media & telecommunications,1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Publishing,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Motion picture,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Telecommunications,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Financial & insurance services,1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Finance,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Insurance,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Auxiliary,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Rental, hiring, & real estate services",1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Professional, scientific, & technical services",1,total,D1706,24
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Computer systems design,2,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Other professional scientific,2,total,D1706,24
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Administrative & support services,1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Education & training,1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Health care & social assistance,1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Arts & recreation services,1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,Other services,1,total,D1706,0
Reasons given for not receiving the full amount: no one was willing to personally guarantee,total,0,total,D1706,108
Reasons given for not receiving the full amount: other reasons,total,0,6–19 employees,D1707,312
Reasons given for not receiving the full amount: other reasons,total,0,20–49 employees,D1707,21
Reasons given for not receiving the full amount: other reasons,total,0,50–99 employees,D1707,15
Reasons given for not receiving the full amount: other reasons,total,0,100+ employees,D1707,21
Reasons given for not receiving the full amount: other reasons,"Agriculture, forestry, & fishing",1,total,D1707,3
Reasons given for not receiving the full amount: other reasons,Agriculture,2,total,D1707,0
Reasons given for not receiving the full amount: other reasons,Commercial fishing,2,total,D1707,0
